Date,Open,High,Low,Close,Volume,Change,20d_MA
2017-05-12,156000,157000,153500,155000,546718,-0.015873015873015928,146600.0
2017-05-15,153000,156000,152000,154000,320821,-0.006451612903225823,147175.0
2017-05-16,155000,158000,154500,157500,479777,0.022727272727272707,147975.0
2017-05-17,156000,159000,155000,158500,344159,0.006349206349206327,148775.0
2017-05-18,158000,166500,157500,165000,1274106,0.04100946372239744,149900.0
2017-05-19,167000,171000,160000,170000,1889722,0.030303030303030276,151200.0
2017-05-22,169000,171000,167000,170000,679426,0.0,152650.0
2017-05-23,170000,173000,169000,170000,649405,0.0,154300.0
2017-05-24,168500,170000,163500,164000,876331,-0.03529411764705881,155425.0
2017-05-25,164500,167000,163500,165000,627476,0.0060975609756097615,156600.0
2017-05-26,165500,166500,163000,163500,487868,-0.009090909090909038,157700.0
2017-05-29,163000,165000,161500,162000,405130,-0.00917431192660545,158575.0
2017-05-30,162500,165500,161000,164000,393584,0.012345679012345734,159225.0
2017-05-31,162500,166000,162500,163000,568084,-0.0060975609756097615,160025.0
2017-06-01,162500,166500,162500,165500,439229,0.015337423312883347,161100.0
2017-06-02,164500,165000,160500,163000,571120,-0.015105740181268867,161700.0
2017-06-05,163500,165500,161000,161500,371037,-0.009202453987730008,162175.0
2017-06-07,160000,160000,157000,159000,746365,-0.015479876160990669,162225.0
2017-06-08,159000,161000,158500,160000,548233,0.0062893081761006275,162400.0
2017-06-09,160000,161000,158500,160000,343795,0.0,162525.0
2017-06-12,158000,163500,158000,162500,390351,0.015625,162900.0
2017-06-13,163000,167000,162000,164500,548527,0.012307692307692353,163425.0
2017-06-14,165000,170000,164500,169000,638693,0.02735562310030404,164000.0
2017-06-15,168000,169000,162000,163000,668866,-0.035502958579881616,164225.0
2017-06-16,163500,165000,162500,165000,310581,0.012269938650306678,164225.0
2017-06-19,164500,168000,163500,167000,335858,0.0121212121212122,164075.0
2017-06-20,166000,169000,165000,166500,373530,-0.0029940119760478723,163900.0
2017-06-21,166000,166000,160000,160500,557266,-0.036036036036036,163425.0
2017-06-22,162000,162000,160000,161500,401279,0.006230529595015577,163300.0
2017-06-23,162000,166000,162000,164000,292130,0.015479876160990669,163250.0
2017-06-26,163000,165000,162000,164000,211301,0.0,163275.0
2017-06-27,163000,163500,160000,160500,449056,-0.021341463414634165,163200.0
2017-06-28,160000,162500,159500,160000,347569,-0.0031152647975077885,163000.0
2017-06-29,159500,162500,159000,161000,400255,0.006250000000000089,162900.0
2017-06-30,159500,162000,158000,159500,340379,-0.009316770186335366,162600.0
2017-07-03,158500,164000,158000,163500,392228,0.02507836990595602,162625.0
2017-07-04,162500,162500,157500,158500,448579,-0.030581039755351647,162475.0
2017-07-05,158000,159000,155000,156000,533353,-0.01577287066246058,162325.0
2017-07-06,156500,157000,155000,155500,380091,-0.0032051282051281937,162100.0
2017-07-07,153500,154500,150500,151500,857341,-0.025723472668810254,161675.0
2017-07-10,151000,151500,147500,148000,805494,-0.02310231023102305,160950.0
2017-07-11,148500,150000,146500,148000,592204,0.0,160125.0
2017-07-12,149000,151000,148000,149000,592811,0.006756756756756799,159125.0
2017-07-13,150000,151500,148000,149000,609170,0.0,158425.0
2017-07-14,150000,154500,149500,154000,776297,0.033557046979865834,157875.0
2017-07-17,153500,154000,149500,150500,503286,-0.022727272727272707,157050.0
2017-07-18,151000,151500,147000,148000,531137,-0.01661129568106312,156125.0
2017-07-19,148500,149500,147000,148500,480211,0.0033783783783782884,155525.0
2017-07-20,149000,149000,145000,148000,482332,-0.0033670033670033517,154850.0
2017-07-21,148000,148000,146500,147500,303019,-0.0033783783783783994,154025.0
2017-07-24,148000,148000,144500,145000,558419,-0.016949152542372836,153075.0
